ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,chinese_holiday,chinese_holiday_lower,chinese_holiday_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,quarterly,quarterly_lower,quarterly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-04-11,29459.062576006763,-47954.94062163574,71773.15702824118,29459.062576006763,29459.062576006763,-18152.916099340917,-18152.916099340917,-18152.916099340917,0.0,0.0,0.0,0.0,0.0,0.0,14016.034188894067,14016.034188894067,14016.034188894067,-22624.902877458488,-22624.902877458488,-22624.902877458488,1320.3942868712804,1320.3942868712804,1320.3942868712804,-10864.441697647779,-10864.441697647779,-10864.441697647779,0.0,0.0,0.0,11306.146476665846
2017-04-12,29516.252050294606,-61381.8435272581,59100.533158382634,29516.252050294606,29516.252050294606,-32611.46822800004,-32611.46822800004,-32611.46822800004,0.0,0.0,0.0,0.0,0.0,0.0,-797.8469720336858,-797.8469720336858,-797.8469720336858,-13035.46277070957,-13035.46277070957,-13035.46277070957,-425.81732500734796,-425.81732500734796,-425.81732500734796,-18352.341160249434,-18352.341160249434,-18352.341160249434,0.0,0.0,0.0,-3095.2161777054353
2017-04-13,29573.441524582457,-63615.39774635724,49856.01768914937,29573.441524582457,29573.441524582457,-35797.04418249466,-35797.04418249466,-35797.04418249466,0.0,0.0,0.0,0.0,0.0,0.0,-10123.31871082577,-10123.31871082577,-10123.31871082577,-2803.6758004321655,-2803.6758004321655,-2803.6758004321655,2813.2704882508738,2813.2704882508738,2813.2704882508738,-25683.320159487597,-25683.320159487597,-25683.320159487597,0.0,0.0,0.0,-6223.602657912204
2017-04-14,29630.630998870307,-67898.08781652154,53944.764310539045,29630.630998870307,29630.630998870307,-37709.730053155814,-37709.730053155814,-37709.730053155814,0.0,0.0,0.0,0.0,0.0,0.0,-8312.581734333653,-8312.581734333653,-8312.581734333653,7138.16201578565,7138.16201578565,7138.16201578565,-4388.569164527654,-4388.569164527654,-4388.569164527654,-32146.74117008013,-32146.74117008013,-32146.74117008013,0.0,0.0,0.0,-8079.099054285507
2017-04-15,29687.820473158154,-54808.32720354928,63167.85251933505,29687.820473158154,29687.820473158154,-26916.74966262841,-26916.74966262841,-26916.74966262841,0.0,0.0,0.0,0.0,0.0,0.0,-3364.9399687343475,-3364.9399687343475,-3364.9399687343475,15938.82998704834,15938.82998704834,15938.82998704834,-2351.1318084713425,-2351.1318084713425,-2351.1318084713425,-37139.507872471055,-37139.507872471055,-37139.507872471055,0.0,0.0,0.0,2771.0708105297454
2017-04-16,29745.009947445997,-55738.14170952757,66815.91522301327,29745.009947445997,29745.009947445997,-23467.782085677867,-23467.782085677867,-23467.782085677867,0.0,0.0,0.0,0.0,0.0,0.0,-3181.842415740308,-3181.842415740308,-3181.842415740308,22921.43180001191,22921.43180001191,22921.43180001191,-2977.465466066785,-2977.465466066785,-2977.465466066785,-40229.90600388269,-40229.90600388269,-40229.90600388269,0.0,0.0,0.0,6277.2278617681295
2017-04-17,29802.199421733847,-52150.442435211895,67088.71725126405,29802.199421733847,29802.199421733847,-21892.866083312292,-21892.866083312292,-21892.866083312292,0.0,0.0,0.0,0.0,0.0,0.0,-6932.066907189901,-6932.066907189901,-6932.066907189901,27650.936172377777,27650.936172377777,27650.936172377777,-1411.0051757838016,-1411.0051757838016,-1411.0051757838016,-41200.730172716365,-41200.730172716365,-41200.730172716365,0.0,0.0,0.0,7909.333338421555
2017-04-18,29859.388896021697,-45022.822975840914,69909.45188540492,29859.388896021697,29859.388896021697,-19576.562846754296,-19576.562846754296,-19576.562846754296,0.0,0.0,0.0,0.0,0.0,0.0,-10797.798936377738,-10797.798936377738,-10797.798936377738,29968.14684779378,29968.14684779378,29968.14684779378,1320.3942868577055,1320.3942868577055,1320.3942868577055,-40067.305045028064,-40067.305045028064,-40067.305045028064,0.0,0.0,0.0,10282.826049267402
2017-04-19,29916.57837030954,-49290.91040130956,65395.31998571432,29916.57837030954,29916.57837030954,-20713.43746931058,-20713.43746931058,-20713.43746931058,0.0,0.0,0.0,0.0,0.0,0.0,-13205.678299506208,-13205.678299506208,-13205.678299506208,29987.03030875958,29987.03030875958,29987.03030875958,-425.81732500312825,-425.81732500312825,-425.81732500312825,-37068.97215356082,-37068.97215356082,-37068.97215356082,0.0,0.0,0.0,9203.140900998962
2017-04-20,29973.767844597387,-45701.18480111324,73355.1535897169,29973.767844597387,29973.767844597387,-15283.13923208922,-15283.13923208922,-15283.13923208922,0.0,0.0,0.0,0.0,0.0,0.0,-13518.1697298176,-13518.1697298176,-13518.1697298176,28057.44676522374,28057.44676522374,28057.44676522374,2813.2704882467356,2813.2704882467356,2813.2704882467356,-32635.686755742103,-32635.686755742103,-32635.686755742103,0.0,0.0,0.0,14690.628612508168
2017-04-21,30030.957318885237,-47628.72356078039,71161.02886033875,30030.957318885237,30030.957318885237,-18701.07735885427,-18701.07735885427,-18701.07735885427,0.0,0.0,0.0,0.0,0.0,0.0,-11678.344766931394,-11678.344766931394,-11678.344766931394,24700.030722336865,24700.030722336865,24700.030722336865,-4388.569164521052,-4388.569164521052,-4388.569164521052,-27334.194149738676,-27334.194149738676,-27334.194149738676,0.0,0.0,0.0,11329.879960030969
2017-04-22,30088.146793173088,-45747.487668301066,75985.04236184052,30088.146793173088,30088.146793173088,-12674.258410596436,-12674.258410596436,-12674.258410596436,0.0,0.0,0.0,0.0,0.0,0.0,-9046.199346480656,-9046.199346480656,-9046.199346480656,20523.579323946688,20523.579323946688,20523.579323946688,-2351.1318084779714,-2351.1318084779714,-2351.1318084779714,-21800.506579584504,-21800.506579584504,-21800.506579584504,0.0,0.0,0.0,17413.888382576653
2017-04-23,30145.33626746093,-37239.21515464987,77095.74431729851,30145.33626746093,30145.33626746093,-9998.130070062167,-9998.130070062167,-9998.130070062167,0.0,0.0,0.0,0.0,0.0,0.0,-6491.166092239192,-6491.166092239192,-6491.166092239192,16137.327952616344,16137.327952616344,16137.327952616344,-2977.465466071217,-2977.465466071217,-2977.465466071217,-16666.826464368107,-16666.826464368107,-16666.826464368107,0.0,0.0,0.0,20147.206197398766
2017-04-24,30202.525741748777,-35252.359826434724,85843.13983203954,30202.525741748777,30202.525741748777,-5572.628373618226,-5572.628373618226,-5572.628373618226,0.0,0.0,0.0,0.0,0.0,0.0,-3740.7830970280834,-3740.7830970280834,-3740.7830970280834,12070.665513369908,12070.665513369908,12070.665513369908,-1411.0051757973185,-1411.0051757973185,-1411.0051757973185,-12491.50561416274,-12491.50561416274,-12491.50561416274,0.0,0.0,0.0,24629.89736813055
2017-04-25,30259.715216036628,-29526.823040682877,86786.62560825884,30259.715216036628,30259.715216036628,-1291.2241534520963,-1291.2241534520963,-1291.2241534520963,0.0,0.0,0.0,0.0,0.0,0.0,-1622.7495248936905,-1622.7495248936905,-1622.7495248936905,8711.18823521145,8711.18823521145,8711.18823521145,1320.39428686203,1320.39428686203,1320.39428686203,-9700.057150631881,-9700.057150631881,-9700.057150631881,0.0,0.0,0.0,28968.49106258453
2017-04-26,30316.904690324478,-34020.2440515847,83205.02734846318,30316.904690324478,30316.904690324478,-3728.490010245168,-3728.490010245168,-3728.490010245168,0.0,0.0,0.0,0.0,0.0,0.0,-1027.7458534041311,-1027.7458534041311,-1027.7458534041311,6268.804464562445,6268.804464562445,6268.804464562445,-425.8173250034228,-425.8173250034228,-425.8173250034228,-8543.731296400063,-8543.731296400063,-8543.731296400063,0.0,0.0,0.0,26588.41468007931
2017-04-27,30374.09416461232,-30741.83824722395,86005.86278601979,30374.09416461232,30374.09416461232,-1628.407025788113,-1628.407025788113,-1628.407025788113,0.0,0.0,0.0,0.0,0.0,0.0,-131.15643411754252,-131.15643411754252,-131.15643411754252,4769.400518011859,4769.400518011859,4769.400518011859,2813.270488250489,2813.270488250489,2813.270488250489,-9079.921597932924,-9079.921597932924,-9079.921597932924,0.0,0.0,0.0,28745.687138824207
2017-04-28,30431.283638900164,-34423.990549831375,79798.63697481727,30431.283638900164,30431.283638900164,-9223.643480243183,-9223.643480243183,-9223.643480243183,0.0,0.0,0.0,0.0,0.0,0.0,2263.8726364250388,2263.8726364250388,2263.8726364250388,4077.016409124832,4077.016409124832,4077.016409124832,-4388.56916451807,-4388.56916451807,-4388.56916451807,-11175.963361274982,-11175.963361274982,-11175.963361274982,0.0,0.0,0.0,21207.64015865698
2017-04-29,30488.473113188014,-39073.26415588848,77634.5839479303,30488.473113188014,30488.473113188014,-10147.537418490172,-10147.537418490172,-10147.537418490172,0.0,0.0,0.0,0.0,0.0,0.0,2799.390557111763,2799.390557111763,2799.390557111763,3939.255141644639,3939.255141644639,3939.255141644639,-2351.13180846992,-2351.13180846992,-2351.13180846992,-14535.051308776661,-14535.051308776661,-14535.051308776661,0.0,0.0,0.0,20340.935694697844
2017-04-30,30545.662587475865,-44391.433884073864,72630.7792622632,30545.662587475865,30545.662587475865,-18476.940562886088,-18476.940562886088,-18476.940562886088,0.0,0.0,0.0,0.0,0.0,0.0,-806.4809313878213,-806.4809313878213,-806.4809313878213,4047.3862748750594,4047.3862748750594,4047.3862748750594,-2977.465466064907,-2977.465466064907,-2977.465466064907,-18740.380440308414,-18740.380440308414,-18740.380440308414,0.0,0.0,0.0,12068.722024589777
2017-05-01,30602.85206176371,-53874.57006232415,62145.1344050377,30602.85206176371,30602.85206176371,-24510.42639039894,-24510.42639039894,-24510.42639039894,0.0,0.0,0.0,0.0,0.0,0.0,-3888.67258335143,-3888.67258335143,-3888.67258335143,4100.766518507914,4100.766518507914,4100.766518507914,-1411.0051757809147,-1411.0051757809147,-1411.0051757809147,-23311.51514977451,-23311.51514977451,-23311.51514977451,0.0,0.0,0.0,6092.42567136477
2017-05-02,30660.041536051554,-50482.829137548106,65523.394741842094,30660.041536051554,30660.041536051554,-24333.71757169765,-24333.71757169765,-24333.71757169765,0.0,0.0,0.0,0.0,0.0,0.0,-1753.4691616120392,-1753.4691616120392,-1753.4691616120392,3865.0199092209605,3865.0199092209605,3865.0199092209605,1320.394286866353,1320.394286866353,1320.394286866353,-27765.662606172933,-27765.662606172933,-27765.662606172933,0.0,0.0,0.0,6326.3239643539055
2017-05-03,30717.231010339405,-54930.45541678843,63791.148747045074,30717.231010339405,30717.231010339405,-26483.09618675874,-26483.09618675874,-26483.09618675874,0.0,0.0,0.0,0.0,0.0,0.0,2403.968579916452,2403.968579916452,2403.968579916452,3214.8701014788126,3214.8701014788126,3214.8701014788126,-425.8173250042708,-425.8173250042708,-425.8173250042708,-31676.11754314973,-31676.11754314973,-31676.11754314973,0.0,0.0,0.0,4234.134823580665
